# BUCKET 3, ONE LINE PER ROW: the page address of every read-direction
# still-GAP row that scripts/census_completion.py counts as "blocked on nothing
# at all", and what the SHIPPED read boundary says about that address.
#
# Method, the class definitions and every finding:
#     _audit/2026-09-23-bucket3-addresses.md
# Checked by scripts/check_read_addresses.py, which re-drives every address
# below through readonly.is_read_url and exits 1 on any disagreement, on any
# bucket-3 row with no line here, on any line for a row that has left the
# bucket, on any source (file, ::SYMBOL, census row) that no longer
# resolves, and -- since 2026-09-23 -- on any row blocked on nothing whose
# page a ruling holds (scripts/ruling_holds.py names those rulings and where
# each binds). census_completion.py counts the class column; it does not
# re-drive.
#
# is_read_url and refusal are MEASUREMENTS, re-taken on every check. Every
# other column is a JUDGEMENT, and each row names its source.
#
# EVERY VARIABLE SEGMENT IS A PLACEHOLDER -- placeholder-org, placeholder-school,
# placeholder-member, placeholder-newsletter, someone-else, 12345, 2-ABCdef123.
# The allowlist patterns accept a SHAPE, not a value, so no verdict depends on
# the value standing there, and no real identifier ever enters this file.
#
# class        ADMITTED | REFUSED | NO-ADDRESS | NEEDS-SESSION | UNDETERMINED
# basis        MEASURED  the address was seen served, or drawn on a live page
#                        or a capture
#              NAMED     written in code, a test, the census or an audit, and
#                        never observed served
#              INFERRED  constructed as representative, by a prior wave or
#                        this one; the row says which
# source_kind  code-symbol | test-fixture | census-prose | prior-audit
# refusal      the shipped refusal's kind, read off assert_read_url:
#              NO-PATTERN | FORBIDDEN[<substring>]+NO-PATTERN
#              | FORBIDDEN[<substring>]+PATTERN-WOULD-ADMIT
# gate         ADMITTED rows only: the first thing past the boundary --
#              READER | PRESS-PERMITTED | MEASURE | BUILT-UNFIRED | PRESS | RULING
#              | STANDING-RULING
#              RULING is a decision nobody has made. STANDING-RULING is one
#              that HAS been made and holds the page; the note cites it as
#              HELD BY `<ID>`. READER and PRESS-PERMITTED are "blocked on
#              nothing", and may never sit on a page a ruling holds.
# also_driven  other addresses the corpus names for the row, each re-driven:
#              <address>=><is_read_url> ; ...
slice	row	dir	class	address	basis	source_kind	source	is_read_url	refusal	gate	also_driven	note
N	165	R	REFUSED	https://www.linkedin.com/groups/12345/members/	NAMED	code-symbol	linkedin_server/readonly.py (groups root entry: THE MEMBER ROSTER -- census row N 165, out of scope by name)	False	NO-PATTERN	n/a	-	readonly.py names this row and this address verbatim as the member roster it deliberately does not admit; the groups allowlist covers only the root and the numeric-id and discover pages, never /members/. D3-UNREGISTERED-REFUSAL-IS-NOT-A-RULING (orchestrator, 2026-09-24, delegated; lane R at its merge): this 2026-09-05 refusal was an argument, not a ruling, and MEMBER-ROSTERS-AS-BOUNDED-READS (orchestrator, 2026-09-24, delegated) now admits a roster he can open himself under five conditions -- one page per call, the id from tool arguments only, no member's name or id stored in a tracked file, inside the live budget. THE BOUNDARY ITSELF IS UNCHANGED: /groups/<id>/members/ is still refused today, so the row is GAP, blocked on an admission (a pattern meeting those five conditions) and a reader, not on nothing.
N	188	R	REFUSED	https://www.linkedin.com/events/7777777777777777777/attendees/	NAMED	test-fixture	tests/test_the_events_boundary_is_root_only.py::EVENTS_DEEP_MUST_STAY_REFUSED	False	NO-PATTERN	n/a	-	The pinned test fixture names this exact address as the attendee list readonly.py's events entry excludes by name for this row; the events allowlist admits only the root. D3-UNREGISTERED-REFUSAL-IS-NOT-A-RULING and MEMBER-ROSTERS-AS-BOUNDED-READS (both orchestrator, 2026-09-24, delegated) apply as for N 165: the 2026-09-05 refusal was an argument, not a ruling, and a roster he can open himself is now admitted in principle under five bounded conditions. THE BOUNDARY ITSELF IS UNCHANGED -- this exact address is still pinned refused by tests/test_the_events_boundary_is_root_only.py -- so the row is GAP, blocked on an admission and a reader.
N	189	R	REFUSED	https://www.linkedin.com/events/7777777777777777777/attendees/?facetConnectionOf=1	NAMED	test-fixture	tests/test_the_events_boundary_is_root_only.py::EVENTS_DEEP_MUST_STAY_REFUSED	False	NO-PATTERN	n/a	https://www.linkedin.com/events/7777777777777777777/attendees/=>False	The pinned test fixture names this exact address: LinkedIn's own 1st-degree filter on the same attendee roster N 188 names. Filtering does not change the page; both spellings refuse the same way. As N 188: D3-UNREGISTERED-REFUSAL-IS-NOT-A-RULING and MEMBER-ROSTERS-AS-BOUNDED-READS (both orchestrator, 2026-09-24, delegated) answer the old refusal but do not themselves change the shipped boundary, so the row stays GAP, blocked on an admission and a reader.
P	D26	R	ADMITTED	https://www.linkedin.com/in/me/	NAMED	census-prose	_audit/_census/profile.md row D26	True	-	MEASURE	-	linkedin_my_profile's own docstring declines to read the strength meter; whether /in/me/ (admitted) still draws one at all is unmeasured, so a reader cannot yet be designed against a known render. RETURNED TO GAP 2026-09-23 BY LANE R (2026-09-23-exclusion-returns.md s2.1), on the orchestrator's delegated call, not a new ruling: a docstring that declines a field rules nothing out.
P	K1	R	ADMITTED	https://www.linkedin.com/in/me/	NAMED	census-prose	_audit/_census/profile.md row K1	True	-	READER	-	Not a setting: the row's own cell places the Verifications section on the admitted /in/me/ profile, under the same settings-family ruling as network R11 and messaging's MESSAGING-SETTINGS (3.10). No reader extracts it yet, and nothing else stands in the way. RETURNED TO GAP 2026-09-23 BY LANE R (2026-09-23-exclusion-returns.md s3.6), on the orchestrator's delegated call, not a new ruling.
P	M2	R	REFUSED	https://www.linkedin.com/jobs/application-settings/	NAMED	census-prose	_audit/_census/profile.md row M2	False	FORBIDDEN[/jobs/application]+NO-PATTERN	n/a	-	Same address as the sibling rows M4, M5 and M6, and as network census row P M12: /jobs/application refuses before the allowlist, which does not admit it either. RETURNED TO GAP 2026-09-23 BY LANE R (2026-09-23-exclusion-returns.md s2.2), on the orchestrator's delegated call, not a new ruling: the read-only server's first-commit fence existed for the apply cut and the read-only rule, both of which ruling (b) withdrew; no reader.
P	M4	R	REFUSED	https://www.linkedin.com/jobs/application-settings/	NAMED	census-prose	_audit/_census/profile.md row M4	False	FORBIDDEN[/jobs/application]+NO-PATTERN	n/a	-	Same address as M2: the row's cell says "same address"; /jobs/application refuses before the allowlist, which does not admit it either. RETURNED TO GAP 2026-09-23 BY LANE R (2026-09-23-exclusion-returns.md s2.2), on the orchestrator's delegated call, not a new ruling.
P	M5	R	REFUSED	https://www.linkedin.com/jobs/application-settings/	NAMED	census-prose	_audit/_census/profile.md row M5	False	FORBIDDEN[/jobs/application]+NO-PATTERN	n/a	-	Same address as M2: the row's cell says "same address"; /jobs/application refuses before the allowlist, which does not admit it either. RETURNED TO GAP 2026-09-23 BY LANE R (2026-09-23-exclusion-returns.md s2.2), on the orchestrator's delegated call, not a new ruling.
P	M6	R+W	REFUSED	https://www.linkedin.com/jobs/application-settings/	NAMED	census-prose	_audit/_census/profile.md row M6	False	FORBIDDEN[/jobs/application]+NO-PATTERN	n/a	-	Same address as M2: the row's cell says "same address"; /jobs/application refuses before the allowlist, which does not admit it either. RETURNED TO GAP 2026-09-23 BY LANE R (2026-09-23-exclusion-returns.md s2.2), on the orchestrator's delegated call, not a new ruling: no reader and no WriteSpec either side.
P	M9	R+W	REFUSED	https://www.linkedin.com/mypreferences/d/job-application-accounts	NAMED	census-prose	_audit/_census/profile.md row M9	False	FORBIDDEN[job-application]+NO-PATTERN	n/a	-	Address named in the row's own cell. Live-measured here rather than trusted: the cell calls this address "denylist-uncaught", but the shipped boundary today refuses it on the forbidden substring "job-application"; the allowlist does not admit it either way. RETURNED TO GAP 2026-09-23 BY LANE R (2026-09-23-exclusion-returns.md s4), on the orchestrator's delegated call, not a new ruling: awaiting admission by name under ONE-NAMED-SETTINGS-PAGE-AT-A-TIME, which names none of these yet; the view half is a pure read, the delete half stays refused by delete_or_withdraw_anything.
P	N9	R	REFUSED	https://www.linkedin.com/psettings/sessions	NAMED	census-prose	_audit/_census/profile.md row N9	False	FORBIDDEN[/psettings/]+NO-PATTERN	n/a	-	Address named in the row's own cell. /psettings/ is on the forbidden-substring list added to close exactly this legacy settings path, and fires before the allowlist, which does not admit it either. RETURNED TO GAP 2026-09-23 BY LANE R (2026-09-23-exclusion-returns.md s4), on the orchestrator's delegated call, not a new ruling: a pure read (the active-sessions list -- location, IP, device, browser, last sign-in).
P	N13	R	REFUSED	https://www.linkedin.com/checkpoint/	NAMED	census-prose	_audit/_census/profile.md row N13	False	NO-PATTERN	n/a	-	Address named in the row's own cell: the sign-in challenge renders at /checkpoint/, refused by allowlist silence alone; no forbidden substring fires on it. config.AUTHWALL_MARKERS turns a landing there into a reported failure, and writes.PERMANENTLY_FORBIDDEN already carries any_anti_detection_technique for ANSWERING a challenge; reading which challenge appeared is a diagnostic read and the stop is correct. RETURNED TO GAP 2026-09-23 BY LANE R (2026-09-23-exclusion-returns.md s3.5), on the orchestrator's delegated call, not a new ruling.
P	N22	R	NEEDS-SESSION	-	-	census-prose	_audit/_census/profile.md row N22	-	-	n/a	-	Unknown: which settings address carries subscriptions and payments. The row's cell only says the settings family is closed until the operator names one page; no committed source spells this one's address.
P	O22	R	NEEDS-SESSION	-	-	census-prose	_audit/_census/profile.md row O22	-	-	n/a	-	Unknown: which settings address lists who he has blocked. The row's cell only says the settings family is closed until the operator names one page; no committed source spells this one's address.
