slice	row	state	class	basis	source
P	O22	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	O4	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	O5	EXCLUDED-RULED	C	why=OVERRULED; cites=/create substring; note=INCIDENTAL-CAPTURE-IS-NOT-A-RULING (2026-09-19) names /badges/profile/create and rules it stays GAP; moved 2026-09-20 without citing it	_audit/2026-09-19-two-census-conventions-ruled.md#RULED: NO. THEY STAY GAP, WITH THE BLOCKER NAMED PRECISELY. ; _audit/2026-09-19-two-census-conventions-ruled.md#/badges/profile/create is_read_url False
P	O6-O20	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a Settings and Privacy page or preference nobody has named (N28/N29 are the two addresses the ruling's own docstring names as its reason)	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
P	P1	EXCLUDED-RULED	B	family=PF-MARK-NOTIFICATIONS-READ; op=NO; scope=YES; note=measured impossible: no control and no target	linkedin_server/writes.py#"mark_notifications_read": (
M	C10	EXCLUDED-RULED	B	family=TYPING-RULING-MENTIONS; op=YES; scope=EXTENDED; note=the operator's typing ruling requires caller-supplied text; reading a mention or tag entity as server-composed text is a wave's inference, and the lead's MENTION-COMPOSITION-RULING permits the mechanism	tests/test_typed_bytes.py#THE OPERATOR'S TYPING RULING CARRIED THREE CONDITIONS ; _audit/2026-09-05-article-publish.md#That ruling was already made, by the operator
M	C11	EXCLUDED-RULED	B	family=TYPING-RULING-MENTIONS; op=YES; scope=NO; note=the row itself says he can put a # in his own text; the ruling forbids SERVER-composed text, not a hashtag he types	tests/test_typed_bytes.py#THE OPERATOR'S TYPING RULING CARRIED THREE CONDITIONS ; _audit/2026-09-05-article-publish.md#That ruling was already made, by the operator
M	C13	EXCLUDED-RULED	C	why=REFUTED; cites=the scheduled-posts measurement; note=the cited passage is publish_post's verification caveat and records Schedule post as a BUTTON opening a modal: the control is drawn	linkedin_server/writes.py#'Schedule post' is a BUTTON opening a modal
M	C14	EXCLUDED-RULED	B	family=MEASURED-NO-LINK; op=NO; scope=NO; note=measured: no LINK from the composer reaches the list; the same passage records Schedule post as a button opening a modal	linkedin_server/writes.py#THE SCHEDULED-POSTS SURFACE WOULD HAVE FIXED
M	C15	EXCLUDED-RULED	B	family=MEASURED-NO-LINK; op=NO; scope=NO; note=measured: no LINK from the composer reaches the list; the same passage records Schedule post as a button opening a modal	linkedin_server/writes.py#THE SCHEDULED-POSTS SURFACE WOULD HAVE FIXED
M	C16	EXCLUDED-RULED	B	family=MEASURED-NO-LINK; op=NO; scope=NO; note=measured: no LINK from the composer reaches the list; the same passage records Schedule post as a button opening a modal	linkedin_server/writes.py#THE SCHEDULED-POSTS SURFACE WOULD HAVE FIXED
M	C17	EXCLUDED-RULED	B	family=PF-DELETE-OR-WITHDRAW; op=NO; scope=YES; note=a delete or withdraw, the act-class the key names	linkedin_server/writes.py#"delete_or_withdraw_anything": ( ; _audit/_census/network.md#### R5 -- `delete_or_withdraw_anything`.
M	C18	EXCLUDED-RULED	B-lifted	family=POST-EDIT-SUBSTRINGS; op=NO; scope=YES; lifted=READ-ONLY-NO-WRITES; remaining=EDIT-FAMILY; note=/post/ entered with the read-only server's first commit and ruling (b) lets the server post; /edit/, kept by the implementing wave on 2026-08-31, still holds it	linkedin_server/readonly.py#"/post/", ; linkedin_server/readonly.py#"/edit/", ; _audit/2026-09-23-exclusion-audit.md#At 18:15 the OPERATOR ruled "(b)": the linkedin MCP may connect, message,
M	C19	EXCLUDED-RULED	B	family=PF-DELETE-OR-WITHDRAW; op=NO; scope=YES; note=a delete or withdraw, the act-class the key names	linkedin_server/writes.py#"delete_or_withdraw_anything": ( ; _audit/_census/network.md#### R5 -- `delete_or_withdraw_anything`.
M	C20	EXCLUDED-RULED	B	family=PF-REPOST-OR-SHARE; op=NO; scope=YES; note=the key names this act	linkedin_server/writes.py#"repost_or_share": (
M	C21	EXCLUDED-RULED	B	family=PF-REPOST-OR-SHARE; op=NO; scope=YES; note=the key names this act	linkedin_server/writes.py#"repost_or_share": (
M	C22	EXCLUDED-RULED	B	family=PF-DELETE-OR-WITHDRAW; op=NO; scope=YES; note=a delete or withdraw, the act-class the key names	linkedin_server/writes.py#"delete_or_withdraw_anything": ( ; _audit/_census/network.md#### R5 -- `delete_or_withdraw_anything`.
M	C28	EXCLUDED-RULED	B	family=TYPING-RULING-MENTIONS; op=YES; scope=EXTENDED; note=the operator's typing ruling requires caller-supplied text; reading a mention or tag entity as server-composed text is a wave's inference, and the lead's MENTION-COMPOSITION-RULING permits the mechanism	tests/test_typed_bytes.py#THE OPERATOR'S TYPING RULING CARRIED THREE CONDITIONS ; _audit/2026-09-05-article-publish.md#That ruling was already made, by the operator
M	C31	EXCLUDED-RULED	B	family=PF-DELETE-OR-WITHDRAW; op=NO; scope=YES; note=linked only by content (the five specs that lean on the entry); its locator writes.py:1801-1814 is a LINE RANGE that at HEAD lands inside send_message's spec	linkedin_server/writes.py#"delete_or_withdraw_anything": ( ; _audit/_census/network.md#### R5 -- `delete_or_withdraw_anything`.
M	C33	EXCLUDED-RULED	C	why=SILENCE; cites=server.py reaction passage; note=the cited passage says nobody has measured which reaction the toggle applies and the menu was never opened; it refuses nothing	linkedin_server/server.py#whatever LinkedIn's default reaction is
M	C35	EXCLUDED-RULED	C	why=SILENCE; cites=delete_or_withdraw_anything text; note=the cited text says react_to_item does NOT lean on the key; the only ground is an ON-state label never observed	linkedin_server/writes.py#react_to_item does not lean on this
M	C42	EXCLUDED-RULED	C	why=SILENCE; cites=finish.md permalink passage; note=no tool returns a urn: a missing tool; the permalink ruling did not reach naming the target	_audit/2026-08-31-linkedin-finish.md#AND THE TARGET CANNOT BE NAMED, which the ruling did not reach.
M	C43	EXCLUDED-RULED	B	family=FEED-CONTENT-READ; op=NO; scope=YES; note=a post's text is the payload the lead's ruling names	_audit/2026-09-05-lead-rulings-round-two.md#`FEED-CONTENT-READ-RULING` -- COUNTS AND RELATIONS ONLY
M	C44	EXCLUDED-RULED	B	family=ARTICLE-ROUTE-NOT-USED; op=NO; scope=NO; note=publish_post does not use the article route because its publish control has no measured anchor; nothing rules articles out	linkedin_server/writes.py#THE ARTICLE ROUTE IS DELIBERATELY NOT USED
M	C47	EXCLUDED-RULED	C	why=SILENCE; cites=lift.md not on the allowlist; note=allowlist silence, which the census's own rule and BOUNDARY-IS-NOT-A-REASON say is not a reason	_audit/2026-09-05-decide-retire-rulings.md#THE BOUNDARY IS NOT A REASON
M	C52	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a preference nobody has named; decide-retire s2 records the messaging-settings addresses as ASSUMED	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
M	C55	EXCLUDED-RULED	B	family=TYPING-RULING-MENTIONS; op=YES; scope=EXTENDED; note=the operator's typing ruling requires caller-supplied text; reading a mention or tag entity as server-composed text is a wave's inference, and the lead's MENTION-COMPOSITION-RULING permits the mechanism	tests/test_typed_bytes.py#THE OPERATOR'S TYPING RULING CARRIED THREE CONDITIONS ; _audit/2026-09-05-article-publish.md#That ruling was already made, by the operator
M	C59	EXCLUDED-RULED	B	family=RETIRE-LIVE-BROADCAST; op=NO; scope=YES; note=retired 2026-09-05 by a wave	_audit/2026-09-05-decide-retire-rulings.md#### 3.5 `LIVE-BROADCAST` ; _audit/2026-09-03-linkedin-gap-blockers.md#Needs his answer, and the answer is almost certainly
M	C62	EXCLUDED-RULED	B	family=PF-DELETE-OR-WITHDRAW; op=NO; scope=YES; note=a delete or withdraw, the act-class the key names	linkedin_server/writes.py#"delete_or_withdraw_anything": ( ; _audit/_census/network.md#### R5 -- `delete_or_withdraw_anything`.
M	C66	EXCLUDED-RULED	B	family=TYPING-RULING-MENTIONS; op=YES; scope=EXTENDED; note=the operator's typing ruling requires caller-supplied text; reading a mention or tag entity as server-composed text is a wave's inference, and the lead's MENTION-COMPOSITION-RULING permits the mechanism	tests/test_typed_bytes.py#THE OPERATOR'S TYPING RULING CARRIED THREE CONDITIONS ; _audit/2026-09-05-article-publish.md#That ruling was already made, by the operator
M	C69	EXCLUDED-RULED	B-lifted	family=R2-INVITATION-SUBSTRINGS; op=NO; scope=YES; lifted=APPLY-CONNECT-INMAIL-CUT+READ-ONLY-NO-WRITES; remaining=-; note=inviting connections to a group is an invitation act; ruling (b) lets the server connect	linkedin_server/readonly.py#A WRITE GUARD WAS MATCHING A READ ADDRESS ; _audit/_census/network.md#### R2 -- `invitation`, `/invite`, `/connect`, `/withdraw` are forbidden substrings. ; _audit/2026-09-23-exclusion-audit.md#At 18:15 the OPERATOR ruled "(b)": the linkedin MCP may connect, message,
M	C71	EXCLUDED-RULED	B	family=RETIRE-PAID-BOOST; op=NO; scope=YES; note=retired 2026-09-05 by a wave	_audit/2026-09-05-decide-retire-rulings.md#### 3.12 `PAID-BOOST` ; _audit/2026-09-03-linkedin-gap-blockers.md#Needs his answer, and the answer is almost certainly
M	C73	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a preference nobody has named; decide-retire s2 records the messaging-settings addresses as ASSUMED	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
M	C77	EXCLUDED-RULED	B	family=PF-DELETE-OR-WITHDRAW; op=NO; scope=YES; note=a delete or withdraw, the act-class the key names	linkedin_server/writes.py#"delete_or_withdraw_anything": ( ; _audit/_census/network.md#### R5 -- `delete_or_withdraw_anything`.
M	C86	EXCLUDED-RULED	B	family=TYPING-RULING-MENTIONS; op=YES; scope=EXTENDED; note=the operator's typing ruling requires caller-supplied text; reading a mention or tag entity as server-composed text is a wave's inference, and the lead's MENTION-COMPOSITION-RULING permits the mechanism	tests/test_typed_bytes.py#THE OPERATOR'S TYPING RULING CARRIED THREE CONDITIONS ; _audit/2026-09-05-article-publish.md#That ruling was already made, by the operator
M	C88	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a preference nobody has named; decide-retire s2 records the messaging-settings addresses as ASSUMED	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
M	C89	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a preference nobody has named; decide-retire s2 records the messaging-settings addresses as ASSUMED	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
M	M12	EXCLUDED-RULED	B	family=PF-DELETE-OR-WITHDRAW; op=NO; scope=YES; note=a delete or withdraw, the act-class the key names	linkedin_server/writes.py#"delete_or_withdraw_anything": ( ; _audit/_census/network.md#### R5 -- `delete_or_withdraw_anything`.
M	M19	EXCLUDED-RULED	B	family=RETIRE-VOICE-CAPTURE; op=NO; scope=YES; note=retired 2026-09-05 by a wave	_audit/2026-09-05-decide-retire-rulings.md#### 3.11 `VOICE-CAPTURE` ; _audit/2026-09-03-linkedin-gap-blockers.md#Needs his answer, and the answer is almost certainly
M	M23	EXCLUDED-RULED	B	family=TYPING-RULING-MENTIONS; op=YES; scope=EXTENDED; note=the operator's typing ruling requires caller-supplied text; reading a mention or tag entity as server-composed text is a wave's inference, and the lead's MENTION-COMPOSITION-RULING permits the mechanism	tests/test_typed_bytes.py#THE OPERATOR'S TYPING RULING CARRIED THREE CONDITIONS ; _audit/2026-09-05-article-publish.md#That ruling was already made, by the operator
M	M24	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a preference nobody has named; decide-retire s2 records the messaging-settings addresses as ASSUMED	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
M	M26	EXCLUDED-RULED	B	family=PF-DELETE-OR-WITHDRAW; op=NO; scope=YES; via=M12; note=reads same entry as M12, which names the key; both cite writes.py:1801-1814, a LINE RANGE that at HEAD lands inside send_message's spec	linkedin_server/writes.py#"delete_or_withdraw_anything": ( ; _audit/_census/network.md#### R5 -- `delete_or_withdraw_anything`.
M	M3	EXCLUDED-RULED	C	why=DANGLING; cites=_TEAM_LEAD_SUCCESSOR_BRIEF.md:63-80; note=the cited file is untracked, marks itself SUPERSEDED - DO NOT ACT ON THIS FILE, and its line is a build instruction for send_message (use the checked default), not an exclusion	_audit/_census/messaging-and-content.md#_TEAM_LEAD_SUCCESSOR_BRIEF.md:63-80
M	M32	EXCLUDED-RULED	B	family=PF-LOOP-SWEEP-SCHEDULED; op=NO; scope=YES; note=bulk is one write per invocation's opposite	linkedin_server/writes.py#"any_loop_sweep_or_scheduled_write": (
M	M35	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a preference nobody has named; decide-retire s2 records the messaging-settings addresses as ASSUMED	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
M	M36	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a preference nobody has named; decide-retire s2 records the messaging-settings addresses as ASSUMED	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
M	M37	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a preference nobody has named; decide-retire s2 records the messaging-settings addresses as ASSUMED	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
M	M39	EXCLUDED-RULED	B	family=PF-AUTO-ACCEPT-OR-REPLY; op=NO; scope=NO; note=the row's own cell says the key turns on did-not-read and an away message is text he writes and reads	linkedin_server/writes.py#"auto_accept_or_auto_reply": (
M	M4	MEASURED-ABSENT	M+	measurement=InMail balance: three instruments incl. a raw-vs-rendered sweep of 25 captures; evidence=RECORDED; note=tracked in first-firing s4b and live-capture s13.3; scope is the captured corpus	_audit/2026-09-20-the-first-firing.md#Three instruments have now looked, and each one could speak ; _audit/2026-09-20-the-live-capture.md#TWO OF THE WORLD-FACTS WERE RE-VERIFIED TODAY
M	M40	EXCLUDED-RULED	B	family=RETIRE-AI-ASSIST-MESSAGING; op=NO; scope=YES; note=retired 2026-09-05 by a wave	_audit/2026-09-05-decide-retire-rulings.md#### 3.6 `AI-ASSIST-MESSAGING` ; _audit/2026-09-03-linkedin-gap-blockers.md#Needs his answer, and the answer is almost certainly
M	M41	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a preference nobody has named; decide-retire s2 records the messaging-settings addresses as ASSUMED	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
M	M42	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a preference nobody has named; decide-retire s2 records the messaging-settings addresses as ASSUMED	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
M	M46	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a preference nobody has named; decide-retire s2 records the messaging-settings addresses as ASSUMED	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
M	M5	EXCLUDED-RULED	B-lifted	family=R9-OUTREACH-AUTOMATION; op=YES; scope=EXTENDED; lifted=APPLY-CONNECT-INMAIL-CUT; remaining=NO-THIRD-PARTY-PROFILE-LOAD; note=the InMail cut is withdrawn by ruling (b); the row also cites R4, the operator's 2026-09-04 no-third-party-profile ruling, which still holds it	_audit/_census/network.md#### R9 -- InMail and outreach automation. ; _audit/2026-08-23-build-linkedin.md#The operator **cut apply, connect and InMail** ; EXT:mcp-servers/_audit/2026-08-20-linkedin-parity.md#NOT RECOMMENDED - outreach or invitation automation ; _audit/2026-09-23-exclusion-audit.md#At 18:15 the OPERATOR ruled "(b)": the linkedin MCP may connect, message,
M	M50	EXCLUDED-RULED	B	family=SETTINGS-BY-NAME; op=YES; scope=YES; note=a preference nobody has named; decide-retire s2 records the messaging-settings addresses as ASSUMED	_audit/2026-08-31-linkedin-finish.md#ONE NAMED settings page below ; linkedin_server/server.py#BY NAME on the operator's ruling
M	M51	EXCLUDED-RULED	B	family=RETIRE-AI-ASSIST-MESSAGING; op=NO; scope=YES; note=retired 2026-09-05 by a wave	_audit/2026-09-05-decide-retire-rulings.md#### 3.6 `AI-ASSIST-MESSAGING` ; _audit/2026-09-03-linkedin-gap-blockers.md#Needs his answer, and the answer is almost certainly
N	2	EXCLUDED-RULED	B	family=NO-THIRD-PARTY-PROFILE-LOAD; op=YES; scope=YES; note=the route named is a third party's profile page, which the operator's 2026-09-04 narrowing removed from the boundary	linkedin_server/readonly.py#THE THIRD-PARTY PROFILE PATTERN WAS REMOVED 2026-09-04, ON THE OPERATOR'S ; linkedin_server/writes.py#"load_a_third_partys_profile_to_measure_a_control": (
N	3	EXCLUDED-RULED	B	family=R1-MYNETWORK-BADGE; op=NO; scope=EXTENDED; note=R1 refused /mynetwork/ as a census KEY on a badge cost DERIVED from sibling surfaces; the census applied it to capabilities (row 15 also cites R8, whose auto-accept wording does not reach one gated accept)	_audit/2026-08-30-linkedin-nine.md#connection invitations. **REFUSED.** ; _audit/_census/network.md#### R1 -- `/mynetwork/` is refused, on a measured badge cost.
N	9	EXCLUDED-RULED	B-lifted	family=R2-INVITATION-SUBSTRINGS; op=NO; scope=YES; lifted=APPLY-CONNECT-INMAIL-CUT+READ-ONLY-NO-WRITES; remaining=-; note=an invitation-manager surface; readonly.py says these substrings exist to stop SENDING invitations, the connect cut ruling (b) withdrew	linkedin_server/readonly.py#A WRITE GUARD WAS MATCHING A READ ADDRESS ; _audit/_census/network.md#### R2 -- `invitation`, `/invite`, `/connect`, `/withdraw` are forbidden substrings. ; _audit/2026-09-23-exclusion-audit.md#At 18:15 the OPERATOR ruled "(b)": the linkedin MCP may connect, message,
N	10	EXCLUDED-RULED	B	family=PF-DELETE-OR-WITHDRAW; op=NO; scope=YES; note=a delete, withdraw or remove, the act-class the key names (113 and 125 also carry R3)	linkedin_server/writes.py#"delete_or_withdraw_anything": ( ; _audit/_census/network.md#### R5 -- `delete_or_withdraw_anything`.
N	11	EXCLUDED-RULED	B-lifted	family=R2-INVITATION-SUBSTRINGS; op=NO; scope=YES; lifted=APPLY-CONNECT-INMAIL-CUT+READ-ONLY-NO-WRITES; remaining=-; note=an invitation-manager surface; readonly.py says these substrings exist to stop SENDING invitations, the connect cut ruling (b) withdrew	linkedin_server/readonly.py#A WRITE GUARD WAS MATCHING A READ ADDRESS ; _audit/_census/network.md#### R2 -- `invitation`, `/invite`, `/connect`, `/withdraw` are forbidden substrings. ; _audit/2026-09-23-exclusion-audit.md#At 18:15 the OPERATOR ruled "(b)": the linkedin MCP may connect, message,
N	12	EXCLUDED-RULED	B	family=PF-DELETE-OR-WITHDRAW; op=NO; scope=YES; note=a delete, withdraw or remove, the act-class the key names (113 and 125 also carry R3)	linkedin_server/writes.py#"delete_or_withdraw_anything": ( ; _audit/_census/network.md#### R5 -- `delete_or_withdraw_anything`.
N	13	EXCLUDED-RULED	B-lifted	family=R2-INVITATION-SUBSTRINGS; op=NO; scope=YES; lifted=APPLY-CONNECT-INMAIL-CUT+READ-ONLY-NO-WRITES; remaining=R1-MYNETWORK-BADGE; note=an invitation-manager surface; the connect cut is withdrawn by ruling (b), and R1, the /mynetwork/ badge ruling, still holds the row	linkedin_server/readonly.py#A WRITE GUARD WAS MATCHING A READ ADDRESS ; _audit/_census/network.md#### R2 -- `invitation`, `/invite`, `/connect`, `/withdraw` are forbidden substrings. ; _audit/2026-09-23-exclusion-audit.md#At 18:15 the OPERATOR ruled "(b)": the linkedin MCP may connect, message,
N	14	EXCLUDED-RULED	B-lifted	family=R2-INVITATION-SUBSTRINGS; op=NO; scope=YES; lifted=APPLY-CONNECT-INMAIL-CUT+READ-ONLY-NO-WRITES; remaining=R1-MYNETWORK-BADGE; note=an invitation-manager surface; the connect cut is withdrawn by ruling (b), and R1, the /mynetwork/ badge ruling, still holds the row	linkedin_server/readonly.py#A WRITE GUARD WAS MATCHING A READ ADDRESS ; _audit/_census/network.md#### R2 -- `invitation`, `/invite`, `/connect`, `/withdraw` are forbidden substrings. ; _audit/2026-09-23-exclusion-audit.md#At 18:15 the OPERATOR ruled "(b)": the linkedin MCP may connect, message,
N	15	EXCLUDED-RULED	B	family=R1-MYNETWORK-BADGE; op=NO; scope=EXTENDED; note=R1 refused /mynetwork/ as a census KEY on a badge cost DERIVED from sibling surfaces; the census applied it to capabilities (row 15 also cites R8, whose auto-accept wording does not reach one gated accept)	_audit/2026-08-30-linkedin-nine.md#connection invitations. **REFUSED.** ; _audit/_census/network.md#### R1 -- `/mynetwork/` is refused, on a measured badge cost.
N	16	EXCLUDED-RULED	B-lifted	family=R2-INVITATION-SUBSTRINGS; op=NO; scope=YES; lifted=APPLY-CONNECT-INMAIL-CUT+READ-ONLY-NO-WRITES; remaining=R1-MYNETWORK-BADGE; note=an invitation-manager surface; the connect cut is withdrawn by ruling (b), and R1, the /mynetwork/ badge ruling, still holds the row	linkedin_server/readonly.py#A WRITE GUARD WAS MATCHING A READ ADDRESS ; _audit/_census/network.md#### R2 -- `invitation`, `/invite`, `/connect`, `/withdraw` are forbidden substrings. ; _audit/2026-09-23-exclusion-audit.md#At 18:15 the OPERATOR ruled "(b)": the linkedin MCP may connect, message,
N	17	EXCLUDED-RULED	B	family=R1-MYNETWORK-BADGE; op=NO; scope=EXTENDED; note=R1 refused /mynetwork/ as a census KEY on a badge cost DERIVED from sibling surfaces; the census applied it to capabilities (row 15 also cites R8, whose auto-accept wording does not reach one gated accept)	_audit/2026-08-30-linkedin-nine.md#connection invitations. **REFUSED.** ; _audit/_census/network.md#### R1 -- `/mynetwork/` is refused, on a measured badge cost.
N	18	EXCLUDED-RULED	B	family=R1-MYNETWORK-BADGE; op=NO; scope=EXTENDED; note=R1 refused /mynetwork/ as a census KEY on a badge cost DERIVED from sibling surfaces; the census applied it to capabilities (row 15 also cites R8, whose auto-accept wording does not reach one gated accept)	_audit/2026-08-30-linkedin-nine.md#connection invitations. **REFUSED.** ; _audit/_census/network.md#### R1 -- `/mynetwork/` is refused, on a measured badge cost.
N	19	EXCLUDED-RULED	B-lifted	family=R2-INVITATION-SUBSTRINGS; op=NO; scope=YES; lifted=APPLY-CONNECT-INMAIL-CUT+READ-ONLY-NO-WRITES; remaining=R1-MYNETWORK-BADGE; note=an invitation-manager surface; the connect cut is withdrawn by ruling (b), and R1, the /mynetwork/ badge ruling, still holds the row	linkedin_server/readonly.py#A WRITE GUARD WAS MATCHING A READ ADDRESS ; _audit/_census/network.md#### R2 -- `invitation`, `/invite`, `/connect`, `/withdraw` are forbidden substrings. ; _audit/2026-09-23-exclusion-audit.md#At 18:15 the OPERATOR ruled "(b)": the linkedin MCP may connect, message,
N	21	EXCLUDED-RULED	B	family=R1-MYNETWORK-BADGE; op=NO; scope=EXTENDED; note=R1 refused /mynetwork/ as a census KEY on a badge cost DERIVED from sibling surfaces; the census applied it to capabilities (row 15 also cites R8, whose auto-accept wording does not reach one gated accept)	_audit/2026-08-30-linkedin-nine.md#connection invitations. **REFUSED.** ; _audit/_census/network.md#### R1 -- `/mynetwork/` is refused, on a measured badge cost.
N	22	EXCLUDED-RULED	B	family=R1-MYNETWORK-BADGE; op=NO; scope=EXTENDED; note=R1 refused /mynetwork/ as a census KEY on a badge cost DERIVED from sibling surfaces; the census applied it to capabilities (row 15 also cites R8, whose auto-accept wording does not reach one gated accept)	_audit/2026-08-30-linkedin-nine.md#connection invitations. **REFUSED.** ; _audit/_census/network.md#### R1 -- `/mynetwork/` is refused, on a measured badge cost.
N	23	EXCLUDED-RULED	C	why=REFUTED; cites=R2; note=the connections list is ADMITTED at HEAD (is_read_url True, measured offline); readonly.py records /invite and /connect exist to stop SENDING invitations and were hitting the wrong url	linkedin_server/readonly.py#A WRITE GUARD WAS MATCHING A READ ADDRESS ; _audit/_census/network.md#THAT PARAGRAPH IS FALSE AT HEAD, MEASURED 2026-09-20
N	24	EXCLUDED-RULED	B-lifted	family=R2-INVITATION-SUBSTRINGS; op=NO; scope=NO; lifted=APPLY-CONNECT-INMAIL-CUT+READ-ONLY-NO-WRITES; remaining=-; note=readonly.py records the R2 substrings were hitting the wrong url on the connections list, now admitted; only its query-string variants stay refused, by an exemption clause the row does not cite (nothing builds one). The registered general form keeps a class filter catching an address GAP	linkedin_server/readonly.py#A WRITE GUARD WAS MATCHING A READ ADDRESS ; _audit/_census/network.md#### R2 -- `invitation`, `/invite`, `/connect`, `/withdraw` are forbidden substrings. ; linkedin_server/readonly.py#A WRITE GUARD WAS MATCHING A READ ADDRESS ; _audit/2026-09-19-two-census-conventions-ruled.md#a filter that catches the ADDRESS ; _audit/2026-09-23-exclusion-audit.md#At 18:15 the OPERATOR ruled "(b)": the linkedin MCP may connect, message,
N	25	EXCLUDED-RULED	B-lifted	family=R2-INVITATION-SUBSTRINGS; op=NO; scope=NO; lifted=APPLY-CONNECT-INMAIL-CUT+READ-ONLY-NO-WRITES; remaining=-; note=readonly.py records the R2 substrings were hitting the wrong url on the connections list, now admitted; only its query-string variants stay refused, by an exemption clause the row does not cite (nothing builds one). The registered general form keeps a class filter catching an address GAP	linkedin_server/readonly.py#A WRITE GUARD WAS MATCHING A READ ADDRESS ; _audit/_census/network.md#### R2 -- `invitation`, `/invite`, `/connect`, `/withdraw` are forbidden substrings. ; linkedin_server/readonly.py#A WRITE GUARD WAS MATCHING A READ ADDRESS ; _audit/2026-09-19-two-census-conventions-ruled.md#a filter that catches the ADDRESS ; _audit/2026-09-23-exclusion-audit.md#At 18:15 the OPERATOR ruled "(b)": the linkedin MCP may connect, message,
N	26	EXCLUDED-RULED	B-lifted	family=R2-INVITATION-SUBSTRINGS; op=NO; scope=NO; lifted=APPLY-CONNECT-INMAIL-CUT+READ-ONLY-NO-WRITES; remaining=-; note=readonly.py records the R2 substrings were hitting the wrong url on the connections list, now admitted; only its query-string variants stay refused, by an exemption clause the row does not cite (nothing builds one). The registered general form keeps a class filter catching an address GAP	linkedin_server/readonly.py#A WRITE GUARD WAS MATCHING A READ ADDRESS ; _audit/_census/network.md#### R2 -- `invitation`, `/invite`, `/connect`, `/withdraw` are forbidden substrings. ; linkedin_server/readonly.py#A WRITE GUARD WAS MATCHING A READ ADDRESS ; _audit/2026-09-19-two-census-conventions-ruled.md#a filter that catches the ADDRESS ; _audit/2026-09-23-exclusion-audit.md#At 18:15 the OPERATOR ruled "(b)": the linkedin MCP may connect, message,
