row_id	blocker	evidence_class	source	locator	state_at_freeze	state_today	capability	note	reason_doc
N 38	PEOPLE-FOLLOW-LISTS	RECON-DOC	_audit/2026-09-05-routes-already-admitted.md	L349	GAP	EXCLUDED-RULED	View the list of people you follow	the refusal block names the rows and the prose names the blocker: "Neither is a new finding: PEOPLE-FOLLOW-LISTS already costs a denylist edit". PARTIAL -- three of a published four	CANDIDATE-1-OF-14 SCORE-3 _audit/2026-09-21-the-write-ceiling.md
N 39	PEOPLE-FOLLOW-LISTS	RECON-DOC	_audit/2026-09-05-routes-already-admitted.md	L347	GAP	EXCLUDED-RULED	View the people you previously unfollowed	the refusal block names the rows and the prose names the blocker: "Neither is a new finding: PEOPLE-FOLLOW-LISTS already costs a denylist edit". PARTIAL -- three of a published four	CANDIDATE-1-OF-14 SCORE-3 _audit/2026-09-21-the-write-ceiling.md
N 40	PEOPLE-FOLLOW-LISTS	RECON-DOC	_audit/2026-09-05-routes-already-admitted.md	L347	GAP	GAP	Re-follow a person you previously unfollowed	the refusal block names the rows and the prose names the blocker: "Neither is a new finding: PEOPLE-FOLLOW-LISTS already costs a denylist edit". PARTIAL -- three of a published four	CANDIDATE-1-OF-14 SCORE-3 _audit/2026-09-21-the-write-ceiling.md
N 41	UNASSIGNED	UNASSIGNED	-	-	GAP	GAP	Follow a member from one of their articles	no line in blocker-assignments.tsv files this row, and no probe mark in scripts/_probe_jobs_tail_boundary.py names it	NO-BLOCKER-ASSIGNED
N 42	UNASSIGNED	UNASSIGNED	-	-	GAP	GAP	Unfollow the articles of a member you are not connected to	no line in blocker-assignments.tsv files this row, and no probe mark in scripts/_probe_jobs_tail_boundary.py names it	NO-BLOCKER-ASSIGNED
N 43	FEED-ITEM-OVERFLOW-MENU	RECON-DOC	_audit/_census/network.md	43	GAP	GAP	Mute a person from a feed post	as N 37 -- the same simultaneous partition: this blocker and its rival both land on their published counts under exactly one assignment of N 148, and this row is on this side of it.	CANDIDATE-1-OF-6 SCORE-2 _audit/2026-09-03-linkedin-gap-blockers.md
N 44	PEOPLE-FOLLOW-LISTS	RECON-DOC	scripts/_probe_network_tail_boundary.py	L46	GAP	COVERED-CANNOT-DELIVER	View your own followers	STRENGTH: STRONG -- NAMED INSIDE THE BLOCKER'S OWN PROBE BLOCK, AND THE SPLIT CLOSES EXACTLY. The probe's comment header reads "# --- 52 PEOPLE-FOLLOW-LISTS ---", carrying the ledger's ROW NUMBER (52) with the blocker name, and the entry beneath it is ("FOLLOW-LISTS", "N 44 / P L2b", "R", .../people-follow/followers/) -- the row id, its R class, and the address that would serve it. THE SPLIT CLOSES ON THE NOSE. The ledger publishes 4 rows, 3R/1W. With N 44: N 38 "View the list of people you follow" (R), N 39 "View the people you previously unfollowed" (R), N 40 "Re-follow a person you previously unfollowed" (W), N 44 "View your own followers" (R). Three reads and one write. ITS RIVAL IS EXTINGUISHED BY ITS OWN COUNT. The corpus sweep listed N 44 on its self-conflict list as PEOPLE-FOLLOW-LISTS / SERVICES-PAGE-SURFACE and excluded it without adjudicating. SERVICES-PAGE-SURFACE is now COMPLETE at 11 of 11, so it cannot hold another row without tripping the over-count guard. The conflict is settled by arithmetic elsewhere, not by my preference -- the same way the newsletter three-way died. P L2b, named beside it in that same probe entry, is NOT filed anywhere: it entered GAP after the freeze and is not in the 409.	CANDIDATE-1-OF-14 SCORE-3 _audit/2026-09-21-the-write-ceiling.md
N 47	COMPANY-PAGE-SURFACE	RECON-DOC	_audit/_census/network.md	47	GAP	GAP	Follow an organization's Page from the Page itself	STRENGTH: STRONG ON MEMBERSHIP, AND IT IS THE ONLY WRITE THE CELL NAMES. "Follow an organization's Page from the Page itself", W, and its census cell reads "Blocker: no /company/ pattern. follow_company's own residue names the slug-vs-numeric-id gap" -- this blocker's cell, stated by the census, plus a shipped tool's own residue naming the same gap. Published 5W and NONE were filed, so one write cannot overfill it: N 47 is in the set under every arrangement of the other four. THE NEAR NEIGHBOUR IS DECLINED AND THE REASON IS THE CELL: N 51 "Mute a company" is also a W about a company, and its cell reads only "REV. mute 0 hits" -- a missing capability, not a refused address. Naming a company is not naming this blocker; naming /company/ is.	CANDIDATE-1-OF-42 SCORE-18 _audit/2026-09-20-company-page-built.md
N 49	SKILL-PAGE-SURFACE	RECON-DOC	_audit/2026-09-05-settings-tail.md	L228	GAP	GAP	Follow a skills Page	section 2.3 blocker-to-row table; the doc states its own method -- row-level lookup delegated, verified against the ranked table counts and R/W splits	CANDIDATE-1-OF-7 SCORE-5 _audit/2026-09-20-the-surface-class.md
N 50	OFF-PLATFORM-WIDGET	RECON-CENSUS-COMMITTED	_audit/2026-09-05-decide-retire-rulings.md	S1,990bbd3	GAP	EXCLUDED-RULED	Follow a company or school via an off-site Follow button	graded DERIVED-WEAK; the one row retired, and it is the one that flipped	CANDIDATE-1-OF-16 SCORE-11 _audit/2026-09-05-decide-retire-rulings.md
N 51	UNASSIGNED	UNASSIGNED	-	-	GAP	GAP	Mute a company	no line in blocker-assignments.tsv files this row, and no probe mark in scripts/_probe_jobs_tail_boundary.py names it	NO-BLOCKER-ASSIGNED
N 53	COMPANY-PAGE-SURFACE	RECON-DOC	_audit/_census/network.md	53	GAP	COVERED-PROVEN	View a Page's follower count	as N 33 -- "View a Page's follower count", R, census blocker cell "No /company/", the identical cell N 101 and N 102 were banked on. Third of the three reads that close the published 13R exactly.	CANDIDATE-1-OF-42 SCORE-18 _audit/2026-09-20-company-page-built.md
N 54	COMPANY-PAGE-SURFACE	RECON-DOC	_audit/_census/network.md	54	GAP	COVERED-CANNOT-DELIVER	View how many of your connections follow a Page	as N 33 -- "View how many of your connections follow a Page", R, census blocker cell "No /company/", the identical cell N 101 and N 102 were banked on. Third of the three reads that close the published 13R exactly.	CANDIDATE-1-OF-42 SCORE-18 _audit/2026-09-20-company-page-built.md
N 55	NEWSLETTER-SURFACE	RECON-DOC	linkedin_server/readonly.py	L725-L765	GAP	GAP	Subscribe to a newsletter	STRENGTH: STRONGEST CLASS OF SOURCE IN THE CORPUS -- SHIPPED PACKAGE CODE, not an audit document and not a probe. The comment documents the boundary entry it sits on, so it is load-bearing for behaviour rather than a retrospective reconstruction, and it enumerates this blocker in THREE NAMED HALVES that total the published count exactly. READER-SIDE, 5: "five of this blocker's reader-side rows (N 55, N 56, N 57, N 58, M C80) are unreachable in principle for this account" -- the phrase "this blocker's ... rows" is an assignment in the code's own voice. AUTHOR-SIDE, 5: "M C50, M C51, M C81, M C84 and P L3 are about newsletters he WRITES", introduced as the half "a careless reader will assume it covers". ANALYTICS, 2: the refusal list names "/newsletters/<slug>/analytics/   census M C83, P L4". 5 + 5 + 2 = 12, the published 12. THE R/W SPLIT IS NOT CONTRADICTED, AND IT LOOKS LIKE IT IS. The ledger publishes 1R/11W while this comment calls five rows "reader-side". Those are different axes: reader-side means newsletters HE READS as against ones HE WRITES -- a role, not an operation class -- and subscribing or unsubscribing to a newsletter he reads is still a write. The comment's own contrast is with "newsletters he WRITES", which settles the reading. THIS OVERTURNS MY OWN EARLIER RESTRAINT, AND THE GROUND HAS CHANGED. At 990bbd3 I recorded "THREE MORE WERE FOUND AND LEFT: N 55, N 56 and M C80 are named by the same shipped comment and are on the sweep's three-way self-conflict list. Adjudicating a three-way claim is a RULING, not a recovery." That was right then. All three rivals are now extinguished BY MEASUREMENT rather than by my preference: (1) EVENTS-SURFACE -- its dedicated document enumerates all eighteen of its rows by name and contains N 55, N 56, M C80, M C83, P L4, M C50, M C51, M C81, M C84 and P L3 ZERO times. Measured, all ten, whole file. (2) GROUPS-SURFACE -- same measurement, same result, zero for all ten. Neither rival merely loses the argument; neither ever made the claim. (3) OWNED-BY-A-SIBLING-SLICE -- COMPLETE at 4 of 4, and the ledger names its rows EXPLICITLY, "N 149 150 151 160 -- network records these as owned by the messaging slice". That is LEDGER-EXPLICIT, the strongest class, and none of these ten is among them. WHAT THE RIVAL CLAIMS ACTUALLY WERE: the sweep records them arising from "the ledger's own A9-adjacent redaction-fork discussion", one passage where those blocker names sit near these row ids. That is the junk shape this evidence file's own header names -- a blocker's name a few lines from a DIFFERENT claim's ids, not a real assignment. The sweep was right to exclude them without adjudicating; this line adjudicates them, and says on what.	CANDIDATE-1-OF-36 SCORE-19 _audit/2026-09-20-newsletter-built.md
N 56	NEWSLETTER-SURFACE	RECON-DOC	linkedin_server/readonly.py	L725-L765	GAP	GAP	Unsubscribe from a newsletter	as N 55 -- named in the same shipped comment, in its reader-side half. The three halves total 5 + 5 + 2 = 12, the published count, and the two document rivals name this row zero times.	CANDIDATE-1-OF-36 SCORE-19 _audit/2026-09-20-newsletter-built.md
N 57	NEWSLETTER-SURFACE	RECON-DOC	linkedin_server/readonly.py	L684,L708	GAP	COVERED-CANNOT-DELIVER	View the newsletters you subscribe to	"view the newsletters you subscribe to"; filed against the Interests-tab surface, measured dead twice over. Its four neighbours (N 55, N 56, N 58, M C80) are named in the same comment but are contested by other committed sources and excluded here pending adjudication	CANDIDATE-1-OF-36 SCORE-19 _audit/2026-09-20-newsletter-built.md
N 58	NEWSLETTER-SURFACE	RECON-DOC	_audit/2026-09-06-corpus-sweep-blocker-evidence.md	L90	GAP	GAP	Unsubscribe from newsletter emails while staying subscribed on the feed	STRENGTH: STRONG -- the naming source is SHIPPED CODE, not prose. `linkedin_server/readonly.py:708` says "NEWSLETTER-SURFACE's reader-side rows -- N 57 ... and its four neighbours" and names the five: N 55, N 56, N 57, N 58, M C80. DELIBERATELY ADDED ALONE OF THE FOUR. The corpus sweep wrote "N 57's four named neighbours were NOT added" because they are claimed elsewhere -- but its own section 5 list of self-conflicts names N 55, N 56 and M C80 and DOES NOT NAME N 58. The three contested rows stay out; this one was swept out with them and is not contested by any source I can find. N 55, N 56 and M C80 remain unassigned deliberately: adjudicating a three-way claim is a ruling, not a recovery.	CANDIDATE-1-OF-36 SCORE-19 _audit/2026-09-20-newsletter-built.md
N 59	UNASSIGNED	UNASSIGNED	-	-	GAP	GAP	Follow a hashtag	no line in blocker-assignments.tsv files this row, and no probe mark in scripts/_probe_jobs_tail_boundary.py names it	NO-BLOCKER-ASSIGNED
N 60	UNASSIGNED	UNASSIGNED	-	-	GAP	GAP	Unfollow a hashtag	no line in blocker-assignments.tsv files this row, and no probe mark in scripts/_probe_jobs_tail_boundary.py names it	NO-BLOCKER-ASSIGNED
N 61	UNASSIGNED	UNASSIGNED	-	-	GAP	GAP	View your followed hashtags	no line in blocker-assignments.tsv files this row, and no probe mark in scripts/_probe_jobs_tail_boundary.py names it	NO-BLOCKER-ASSIGNED
N 63	GROUPS-SURFACE	RECON-DOC	scripts/_probe_group_row_affordances.py	L36	GAP	GAP	Join a LinkedIn group	the five suggestion rows have no join control; the join rows are N 63, N 163, M C61 -- corroborated independently at _audit/2026-09-05-groups-surface-measured.md:213, table 5.4	CANDIDATE-1-OF-56 SCORE-11 _audit/2026-09-05-groups-surface-measured.md
N 64	GROUPS-SURFACE	RECON-DOC	_audit/2026-09-05-groups-surface-measured.md	L101-L290	GAP	GAP	Leave a LinkedIn group	STRENGTH: STRONG per row, and it RESOLVES A DISCREPANCY THAT DOCUMENT DECLARED IRRECONCILABLE. The source is titled "GROUPS-SURFACE, measured" and its section 5 classifies the group family row by row against the boundary as it stands, in seven tables (5.1 reachable now, 5.2 settled unreachable, 5.3 the one measured-present write, 5.4 needs an allowlist change, 5.5 double-refused, 5.6 needs a ruling that exists elsewhere, 5.7 unsettled). Each row below is classified there as a groups-boundary row. THE COUNT PROBLEM, AND WHY IT IS NOW SOLVED: its section 4 is headed "THE ROW COUNT DOES NOT RECONCILE" -- the family walk gives 35 against a published 32, and it says "No subset of the 35 reconciles to 32 by any rule I can state", calling its own exclusion candidates guesses. The rule it could not state is that THREE of its 35 are admin rows: its table counts "N A10 A11 A12", and those three were assigned to ADMIN-RIGHTS-NOT-HELD at 5509166 on four independent axes including a source saying the admin family is "already true of ALL FIFTEEN". 35 - 3 = 32, exactly the published count. That is not a preference among guesses; it is a prior assignment with its own closure, and it is checkable in one command. RESIDUAL, STATED RATHER THAN HIDDEN: this takes the blocker to 30 of 32, not 32, because N 161 and M C70 sit inside the same family walk and are filed to SEARCH-RESULTS-SURFACE -- carved out by THIS SAME DOCUMENT's table 5.4, which says group search "belongs to SEARCH-RESULTS-SURFACE ... and is not this blocker's to inherit". So either the published 32 counts two rows this document gives away, or two further rows exist outside the walk. That is left open, and 30 of 32 is an under-count the guards allow.	CANDIDATE-1-OF-56 SCORE-11 _audit/2026-09-05-groups-surface-measured.md
N 76	OFF-PLATFORM-WIDGET	RECON-DOC	_audit/2026-09-05-decide-retire-rulings.md	S1	GAP	GAP	Copy your personal Follow link for use off LinkedIn	graded DERIVED-WEAK; handed back rather than retired, so nothing acted on it	CANDIDATE-1-OF-16 SCORE-11 _audit/2026-09-05-decide-retire-rulings.md
N 79	SEARCH-RESULTS-SURFACE	RECON-DOC	_audit/2026-09-05-search-results-consent.md	L152-L187	GAP	GAP	Search for a person by keyword or natural-language query	STRENGTH: STRONG, AND IT CLOSES ON THE NOSE AFTER TAKING TWO ROWS BACK. Section 4 is headed "THE 21 ROWS" against a published 21 and opens by stating the defect this whole recovery exists for: "THE LEDGER'S PER-ROW MAP FOR THIS BLOCKER WAS NEVER PUBLISHED. The classifier is recorded as scratchpad/classify.py and declared disposable; it is not on disk." It reconstructs from the census tables and grades itself: "19 of the 21 are identifiable with confidence; 2 are not." ITS TABLE CLOSES ITS OWN COUNTS TWICE. By row: N 79-95 (17R) + 2 unattributed (2R) + N 96 (1W) + N 4 (1W) = 21. By SPLIT: 19R/2W, the ledger's published split exactly. The 17 decomposes to its own prose too -- "search for a person; narrow to People; the 13 filters; multi-location; re-run a recent search" = 1 + 1 + 13 + 1 + 1 = 17. THE TWO IT COULD NOT ATTRIBUTE ARE ATTRIBUTED, AND NOT BY ME. It says they are "almost certainly N 104, N 161 or N 179" -- three candidates for two slots, which does not eliminate. It closes from outside: N 161 was carved into this blocker by 2026-09-05-groups-surface-measured.md (table 5.4: group search "belongs to SEARCH-RESULTS-SURFACE ... and is not this blocker's to inherit") and N 179 by 2026-09-05-events-surface-recosted.md ("the address is /search/results/events/ ... readonly.py's own admission comment already assigns it to SEARCH-RESULTS-SURFACE, blocker 6"). Two documents, each about a DIFFERENT blocker, each giving a row away to this one BY NAME, and both filed here before this source was read. N 104 is the leftover and stays out. THE TWO IT OVER-CLAIMS BELONG TO A COMPLETE NEIGHBOUR, AND THAT IS WHAT MAKES THE COUNT LAND. Its 17R block ends at N 95 ("re-run a recent search") and its 1W line is N 96 ("clear your search history"). Both are held by SEARCH-HISTORY-SURFACE, which publishes exactly 2 and is COMPLETE holding exactly those two, filed from 2026-09-05-settings-tail.md section 2.3 -- a table verified against the ranked counts AND the R/W splits. This document half-concedes it: of N 96 it says "It is a re-file, not a decision." So the block is N 79-94, SIXTEEN rows, not seventeen. WITH THAT CARVE-BACK THE BLOCKER CLOSES EXACTLY: 16 (N 79-94) + N 4 + the two carve-ins (N 161, N 179) + the two post-freeze re-files (N 194 by the ledger's Amendment A13, M C70 by the groups document) = 21 of 21 published. Not an under-count with a story and not an over-count -- the published number, hit exactly, after giving two rows back. WHAT THE SPLIT DOES, SAID PLAINLY: the published 19R/2W describes the FROZEN set, which contained N 95 and N 96. Handing those to the neighbour and taking in two post-freeze re-files moves the split while leaving the count alone. That is what a re-file does, and A13 says so itself -- "taking the ledger's own figure to 22". The COUNT is the check that survives here; the split is not claimed for the post-freeze set. N 4 IS LOCATED HERE AND ITS RULING IS NOT INHERITED. This document is emphatic that N 4 (send an invitation from a people-search result) "must not ride along with the reads" and is "A DIFFERENT RULING. Not this one." That is a statement about what may be DECIDED, not about which blocker counts the row, and the same table lists it among the 21. Locating a row is not deciding it, and nothing here moves N 4 out of GAP.	CANDIDATE-1-OF-46 SCORE-14 _audit/2026-09-21-the-search-results-surface.md
N 80	SEARCH-RESULTS-SURFACE	RECON-DOC	_audit/2026-09-05-search-results-consent.md	L152-L187	GAP	GAP	Narrow search results to People	as N 79 -- section 4 lists this row among the 21, in the block it grades identifiable with confidence. N 95 and N 96 are carved back to SEARCH-HISTORY-SURFACE, which publishes 2 and is complete holding exactly them, and with that this blocker closes at 21 of 21 exactly.	CANDIDATE-1-OF-46 SCORE-14 _audit/2026-09-21-the-search-results-surface.md
N 81	SEARCH-RESULTS-SURFACE	RECON-DOC	_audit/2026-09-05-search-results-consent.md	L152-L187	GAP	GAP	Filter a people search by Degree of connections	as N 79 -- section 4 lists this row among the 21, in the block it grades identifiable with confidence. N 95 and N 96 are carved back to SEARCH-HISTORY-SURFACE, which publishes 2 and is complete holding exactly them, and with that this blocker closes at 21 of 21 exactly.	CANDIDATE-1-OF-46 SCORE-14 _audit/2026-09-21-the-search-results-surface.md
N 82	SEARCH-RESULTS-SURFACE	RECON-DOC	_audit/2026-09-05-search-results-consent.md	L152-L187	GAP	GAP	Filter by Actively hiring	as N 79 -- section 4 lists this row among the 21, in the block it grades identifiable with confidence. N 95 and N 96 are carved back to SEARCH-HISTORY-SURFACE, which publishes 2 and is complete holding exactly them, and with that this blocker closes at 21 of 21 exactly.	CANDIDATE-1-OF-46 SCORE-14 _audit/2026-09-21-the-search-results-surface.md
N 83	SEARCH-RESULTS-SURFACE	RECON-DOC	_audit/2026-09-05-search-results-consent.md	L152-L187	GAP	COVERED-PROVEN	Filter by Locations	as N 79 -- section 4 lists this row among the 21, in the block it grades identifiable with confidence. N 95 and N 96 are carved back to SEARCH-HISTORY-SURFACE, which publishes 2 and is complete holding exactly them, and with that this blocker closes at 21 of 21 exactly.	CANDIDATE-1-OF-46 SCORE-14 _audit/2026-09-21-the-search-results-surface.md
N 84	SEARCH-RESULTS-SURFACE	RECON-DOC	_audit/2026-09-05-search-results-consent.md	L152-L187	GAP	GAP	Filter by Current company	as N 79 -- section 4 lists this row among the 21, in the block it grades identifiable with confidence. N 95 and N 96 are carved back to SEARCH-HISTORY-SURFACE, which publishes 2 and is complete holding exactly them, and with that this blocker closes at 21 of 21 exactly.	CANDIDATE-1-OF-46 SCORE-14 _audit/2026-09-21-the-search-results-surface.md
N 85	SEARCH-RESULTS-SURFACE	RECON-DOC	_audit/2026-09-05-search-results-consent.md	L152-L187	GAP	GAP	Filter by Connections of	as N 79 -- section 4 lists this row among the 21, in the block it grades identifiable with confidence. N 95 and N 96 are carved back to SEARCH-HISTORY-SURFACE, which publishes 2 and is complete holding exactly them, and with that this blocker closes at 21 of 21 exactly.	CANDIDATE-1-OF-46 SCORE-14 _audit/2026-09-21-the-search-results-surface.md
N 86	SEARCH-RESULTS-SURFACE	RECON-DOC	_audit/2026-09-05-search-results-consent.md	L152-L187	GAP	GAP	Filter by Followers of	as N 79 -- section 4 lists this row among the 21, in the block it grades identifiable with confidence. N 95 and N 96 are carved back to SEARCH-HISTORY-SURFACE, which publishes 2 and is complete holding exactly them, and with that this blocker closes at 21 of 21 exactly.	CANDIDATE-1-OF-46 SCORE-14 _audit/2026-09-21-the-search-results-surface.md
N 87	SEARCH-RESULTS-SURFACE	RECON-DOC	_audit/2026-09-05-search-results-consent.md	L152-L187	GAP	GAP	Filter by Past company	as N 79 -- section 4 lists this row among the 21, in the block it grades identifiable with confidence. N 95 and N 96 are carved back to SEARCH-HISTORY-SURFACE, which publishes 2 and is complete holding exactly them, and with that this blocker closes at 21 of 21 exactly.	CANDIDATE-1-OF-46 SCORE-14 _audit/2026-09-21-the-search-results-surface.md
N 88	SEARCH-RESULTS-SURFACE	RECON-DOC	_audit/2026-09-05-search-results-consent.md	L152-L187	GAP	GAP	Filter by School	as N 79 -- section 4 lists this row among the 21, in the block it grades identifiable with confidence. N 95 and N 96 are carved back to SEARCH-HISTORY-SURFACE, which publishes 2 and is complete holding exactly them, and with that this blocker closes at 21 of 21 exactly.	CANDIDATE-1-OF-46 SCORE-14 _audit/2026-09-21-the-search-results-surface.md
N 89	SEARCH-RESULTS-SURFACE	RECON-DOC	_audit/2026-09-05-search-results-consent.md	L152-L187	GAP	GAP	Filter by Industry	as N 79 -- section 4 lists this row among the 21, in the block it grades identifiable with confidence. N 95 and N 96 are carved back to SEARCH-HISTORY-SURFACE, which publishes 2 and is complete holding exactly them, and with that this blocker closes at 21 of 21 exactly.	CANDIDATE-1-OF-46 SCORE-14 _audit/2026-09-21-the-search-results-surface.md
N 90	SEARCH-RESULTS-SURFACE	RECON-DOC	_audit/2026-09-05-search-results-consent.md	L152-L187	GAP	GAP	Filter by Profile language	as N 79 -- section 4 lists this row among the 21, in the block it grades identifiable with confidence. N 95 and N 96 are carved back to SEARCH-HISTORY-SURFACE, which publishes 2 and is complete holding exactly them, and with that this blocker closes at 21 of 21 exactly.	CANDIDATE-1-OF-46 SCORE-14 _audit/2026-09-21-the-search-results-surface.md
N 91	SEARCH-RESULTS-SURFACE	RECON-DOC	_audit/2026-09-05-search-results-consent.md	L152-L187	GAP	GAP	Filter by Open to volunteering	as N 79 -- section 4 lists this row among the 21, in the block it grades identifiable with confidence. N 95 and N 96 are carved back to SEARCH-HISTORY-SURFACE, which publishes 2 and is complete holding exactly them, and with that this blocker closes at 21 of 21 exactly.	CANDIDATE-1-OF-46 SCORE-14 _audit/2026-09-21-the-search-results-surface.md
N 92	SEARCH-RESULTS-SURFACE	RECON-DOC	_audit/2026-09-05-search-results-consent.md	L152-L187	GAP	GAP	Filter by Service categories	as N 79 -- section 4 lists this row among the 21, in the block it grades identifiable with confidence. N 95 and N 96 are carved back to SEARCH-HISTORY-SURFACE, which publishes 2 and is complete holding exactly them, and with that this blocker closes at 21 of 21 exactly.	CANDIDATE-1-OF-46 SCORE-14 _audit/2026-09-21-the-search-results-surface.md
N 93	SEARCH-RESULTS-SURFACE	RECON-DOC	_audit/2026-09-05-search-results-consent.md	L152-L187	GAP	GAP	Filter by Keywords (first name, last name, title, company, school)	as N 79 -- section 4 lists this row among the 21, in the block it grades identifiable with confidence. N 95 and N 96 are carved back to SEARCH-HISTORY-SURFACE, which publishes 2 and is complete holding exactly them, and with that this blocker closes at 21 of 21 exactly.	CANDIDATE-1-OF-46 SCORE-14 _audit/2026-09-21-the-search-results-surface.md
N 94	SEARCH-RESULTS-SURFACE	RECON-DOC	_audit/2026-09-05-search-results-consent.md	L152-L187	GAP	GAP	Add more than one location to a single search	as N 79 -- section 4 lists this row among the 21, in the block it grades identifiable with confidence. N 95 and N 96 are carved back to SEARCH-HISTORY-SURFACE, which publishes 2 and is complete holding exactly them, and with that this blocker closes at 21 of 21 exactly.	CANDIDATE-1-OF-46 SCORE-14 _audit/2026-09-21-the-search-results-surface.md
N 95	UNASSIGNED	UNASSIGNED	-	-	GAP	GAP	View and re-run a recent search	no line in blocker-assignments.tsv files this row, and no probe mark in scripts/_probe_jobs_tail_boundary.py names it	NO-BLOCKER-ASSIGNED
N 96	UNASSIGNED	UNASSIGNED	-	-	GAP	EXCLUDED-RULED	Clear your search history	no line in blocker-assignments.tsv files this row, and no probe mark in scripts/_probe_jobs_tail_boundary.py names it	NO-BLOCKER-ASSIGNED
N 99	SCHOOL-PAGE-SURFACE	RECON-DOC	_audit/_census/network.md	99	GAP	GAP	View the Alumni page for your school	STRENGTH: STRONG -- MUTUAL BEST MATCH WITH AN EDGE, AND THE SPLIT AGREES. The instrument generalises the singleton test to a k-row blocker: take the top k rows by name coverage, and require that EVERY one of them names this blocker as its own best among all blockers with room, that there is a strict score gap to row k+1 so the set has an edge, and that the R/W split of the k rows matches the ledger's published split. The split is checked rather than reported afterwards because a perfect count match with a wrong split is exactly what CREATOR-HUB-SURFACE turned out to be. ALL THREE SCORE 1.00 -- each covers every token of SCHOOL-PAGE-SURFACE -- and the next row scores 0.50, so the edge is wide. The capabilities are "View the Alumni page for your school", "Use a school Page's alumni tab to find and contact alumni" and "School Page Alumni tab". The ledger publishes 3 rows, 3R; N 99 and N 100 are marked R by network.md's own column and jobs.md section 2 groups the run containing 112 as R. A THIRD INDEPENDENT AXIS, AND IT IS THE BOUNDARY COST. The ledger charges this blocker "allowlist +1", and N 99's census note says what the missing pattern IS: "No /school/ pattern; 0 grep hits for /school/". The cost the ledger published and the absence the census measured are the same fact, arrived at from opposite ends. AND J 112 IS HERE BECAUSE I CARVED IT OUT TWO COMMITS AGO. At 5d06446 I left it out of COMPANY-PAGE-SURFACE although it sits inside that blocker's census run, on the ground that "School Page Alumni tab" is the one row in the run that is not a Company Page and SCHOOL-PAGE-SURFACE is a separate published blocker, still empty. That carve-out is what lets this one close exactly; taking the run whole would have left this blocker at zero forever.	CANDIDATE-1-OF-15 SCORE-5 _audit/2026-09-21-the-read-triage.md
N A1	ADMIN-RIGHTS-NOT-HELD	RECON-DOC	_audit/2026-09-19-prohibition-key-sweep.md	L105-L109	GAP	GAP	Notify employees of a Page post	STRENGTH: STRONG, and it closes on FOUR independent axes rather than on a count. (1) A COMMITTED SOURCE NAMES THE SET: `_audit/2026-09-19-prohibition-key-sweep.md` puts N A15 "in the ADMIN-RIGHTS-NOT-HELD family -- the account does not hold the Page admin rights the whole table presumes", then says it is "already true of ALL FIFTEEN and argues for moving the TABLE WHOLESALE rather than this row". (2) THE LEDGER'S OWN REASON ENUMERATES THE SECTION'S THREE FAMILIES: "He administers no Page, owns no group, organises no event" -- and section S is exactly Page admin (A1-A9), group owner (A10-A12), event organiser (A13-A15). (3) COUNT: the ledger publishes 15 and the section heading is "S. Admin-only capabilities -- counted separately (15, all GAP)". (4) COMPLETENESS, measured with a STRUCTURAL enumerator: these fifteen are every frozen-GAP row in section S, all unassigned, and NO other N A-row exists in the frozen set at all -- so unlike blocker 20, this set IS closed by elimination and the closure was checked rather than assumed.	CANDIDATE-1-OF-17 SCORE-5 _audit/2026-09-20-the-write-partition.md
N A2	ADMIN-RIGHTS-NOT-HELD	RECON-DOC	_audit/2026-09-19-prohibition-key-sweep.md	L105-L109	GAP	EXCLUDED-RULED	Follow another organization's Page on behalf of your Page	as N A1 -- one of the fifteen rows of network.md section S, which `_audit/2026-09-19-prohibition-key-sweep.md` says is a single table to be moved wholesale into ADMIN-RIGHTS-NOT-HELD. Family: Page admin	CANDIDATE-1-OF-17 SCORE-5 _audit/2026-09-20-the-write-partition.md
N A3	ADMIN-RIGHTS-NOT-HELD	RECON-DOC	_audit/2026-09-19-prohibition-key-sweep.md	L105-L109	GAP	GAP	View the Pages your Page follows	as N A1 -- one of the fifteen rows of network.md section S, which `_audit/2026-09-19-prohibition-key-sweep.md` says is a single table to be moved wholesale into ADMIN-RIGHTS-NOT-HELD. Family: Page admin	CANDIDATE-1-OF-17 SCORE-5 _audit/2026-09-20-the-write-partition.md
N A4	ADMIN-RIGHTS-NOT-HELD	RECON-DOC	_audit/2026-09-19-prohibition-key-sweep.md	L105-L109	GAP	GAP	Invite connections to follow a Page you manage	as N A1 -- one of the fifteen rows of network.md section S, which `_audit/2026-09-19-prohibition-key-sweep.md` says is a single table to be moved wholesale into ADMIN-RIGHTS-NOT-HELD. Family: Page admin	CANDIDATE-1-OF-17 SCORE-5 _audit/2026-09-20-the-write-partition.md
N A5	ADMIN-RIGHTS-NOT-HELD	RECON-DOC	_audit/2026-09-19-prohibition-key-sweep.md	L105-L109	GAP	GAP	View your Page's invitation credit balance	as N A1 -- one of the fifteen rows of network.md section S, which `_audit/2026-09-19-prohibition-key-sweep.md` says is a single table to be moved wholesale into ADMIN-RIGHTS-NOT-HELD. Family: Page admin	CANDIDATE-1-OF-17 SCORE-5 _audit/2026-09-20-the-write-partition.md
